CRASH_RECORD_ID,CRASH_DATE,ROAD_DEFECT,LATITUDE,LONGITUDE,LOCATION
5a869508b4ca10b027beb67d3fd74025437840fc0162df397a3cb5cb98334c1dc6542abaa7fdb2cb14b5d6e30623ef77515feeee4b21a9f1e5b7b06e6667cd2f,02/19/2022 10:55:00 AM,"RUT, HOLES",41.779959819,-87.579195205,POINT (-87.579195205329 41.779959819068)
8da3da09c8a627284968ea283d500be583644b2ffc803a47874d4612eb28bfc02027fdba0025717a2e76d07ceae100160806de4b3dead335c7f3d11c225d93b5,02/19/2022 05:15:00 PM,"RUT, HOLES",41.953743321,-87.729254067,POINT (-87.729254067147 41.953743321298)
f2053ada6ec048dcbd74a4761941c9b5342345b5fbfa0e356bcf667ca1217ea01eee23bdb5cb254dc3fa07b2c7d0d9242ae722265b5fb5b3466a6cc55af8bd13,02/19/2022 04:24:00 PM,"RUT, HOLES",41.95370551,-87.732550981,POINT (-87.732550981181 41.953705509686)
fba1beba06c49a6daf16685781ee6ddb0b6878b4e255fdd48eb0cc790a64702442ca0909c18cbec92db0b08632bdb635d56b92954a2b124127731074de5b5e33,02/19/2022 10:25:00 PM,"RUT, HOLES",41.751407755,-87.60261255,POINT (-87.602612550457 41.751407755237)
cbfb04b55a88e98054ab453fdb802450ea85f70d90b996cf9211c7d16e7975a2303f4f9ee8ad31c92301ac123b4c00fcd5a953787e0a594fbceae9e6d0749125,03/06/2022 10:00:00 AM,"RUT, HOLES",41.777699946,-87.613001935,POINT (-87.613001935164 41.777699945701)
f69488b23a09874ef6118f1948e06603f93dc2e57b7f4825759ed4b61e712a38d8ef60a67ed7dfe966da78a438df406d5467219edced62915b92dafb53973340,03/05/2022 09:48:00 PM,"RUT, HOLES",41.780449772,-87.597391966,POINT (-87.59739196556 41.780449771586)
ab50fa268ac558cd5146ae8eb81eefd2d6db42917cd519a760bd96c88eebb25d5faa9cb9f8f59186e9753d36fe16041fcc435bc69cac9941b7c355c61c33b6c4,03/05/2022 09:30:00 PM,"RUT, HOLES",41.882511624,-87.686324433,POINT (-87.686324433222 41.882511624325)
6fd0354804d1ff6b8161bf0e398491291d72bbb60816c52a8db947c1808062bd67f25d9efd25d417540a9ed2163e4bbca545c50d1e6ce6aba91ee63f7084e959,03/05/2022 11:00:00 PM,"RUT, HOLES",41.911224556,-87.626482572,POINT (-87.626482572426 41.911224555611)
6e1053a64fccb91ddb61a63df187020cc0da9e9ebdc3c802f1adfea02ea035ae6f823496d29aaf5b22831a0336199334ce312c23078adafce77ac9dc741e6142,03/05/2022 09:30:00 PM,"RUT, HOLES",41.856261344,-87.710402828,POINT (-87.710402827575 41.856261344132)
2864873e9820c9f7b31958fe413771d436665480a987d95429a0da6170201d7c83a5dfa6788da8dbb0a71bdc0d0b11ee1cc97c58f2aa1cd70b952c7c7bfc8b57,02/20/2022 02:00:00 PM,"RUT, HOLES",42.018373869,-87.699455503,POINT (-87.699455503375 42.018373868716)
2a59bb23b336ac96152e6bf631e2bc72d71f384819c1b4c238e69f935a176f4dc771e969a4929ac07d8f006be9435200e4c854a8c40ebf0b653f84cdf2eefc97,02/20/2022 01:30:00 PM,"RUT, HOLES",41.739390678,-87.643864982,POINT (-87.643864981817 41.739390678283)
d1f8620acb49971e8b4df75883e2ae76907715201df14ef882f30fbeb87b0f5ace0928047e12904df2811385031ceb0665c570b52ec397c7cec13172cb7e4db7,02/22/2022 11:15:00 AM,"RUT, HOLES",41.953729542,-87.730493067,POINT (-87.730493066598 41.953729541764)
2c06910f91c7217d908d2d8e688d0289472e7d256be87eba475283d459155b9329b879c51c52a64c71eaee958308f6000928945299a9c4a082383d73ba5b006a,03/05/2022 11:00:00 PM,"RUT, HOLES",41.869219313,-87.725144355,POINT (-87.725144355308 41.869219313351)
310734e34cdc760ef3bbaf4703e618b2e3c24e80cae5b7b5356fc2307738f114d686cc4fc1545896509c6bd5f1047c9af637dece47a29b8e5a669d7ae68e888b,03/07/2022 11:50:00 AM,"RUT, HOLES",41.924696904,-87.697471842,POINT (-87.697471842296 41.924696904233)
467148ede0701021997aec61caaa5561949b7725a3e8015975a77f08dc7c72953eef26acd39e3e28073b61b92ce9f2f21964b0b3013ca1e1b1e3beef494daf52,02/25/2022 06:25:00 AM,"RUT, HOLES",41.714324368,-87.642944028,POINT (-87.642944027873 41.714324368329)
28f214fa1979e8002d11357517807d81b4b348107d5176179a143e7d81d0982a76a0235414de0d9b4b15ab951bade5c1a920e940f86ad5f91b98b66328ccc2a5,03/06/2022 07:35:00 PM,"RUT, HOLES",41.910272689,-87.626129506,POINT (-87.626129505641 41.910272688715)
8dfc24ab0f56646e5a66ec62c321d8383bba2fcc03142430467e5bc5e1d5a1971975a40cb1bebdc3f62ef6748edce6d0cf44a5781a2d5780eb3aef9255caa44a,02/26/2022 09:35:00 AM,"RUT, HOLES",41.89626551,-87.648961925,POINT (-87.648961925497 41.896265509989)
c1063edfd381bfefd372a12514c94033c93a0c2a1b719b3e0d32178dbf220b93bbbd2b4f03431c48dc744db8b18e71d3f0bad3cf298db0a89e136847c97a8c98,02/21/2022 08:55:00 PM,"RUT, HOLES",41.773292896,-87.586442368,POINT (-87.586442368314 41.773292895851)
1a12d9d1c6e2e26960af1d5947d9bdfb6397fe6f71a7fe50bd7d601e106438a46441a3b21dc6739938e14096d1fcce4571504395eaa6e7283299f86f092960b5,02/15/2022 02:00:00 PM,"RUT, HOLES",41.950953118,-87.658186368,POINT (-87.658186368468 41.950953118195)
8cb3b85d6de45df53cf0c58b987642605007a7d4f756ca4983ceb8a0653f8338fff0d1bbd0487e4dbf4ce0614871827087ab15fc8e6b9fe2db11e36e10a91d4c,03/03/2022 06:25:00 AM,"RUT, HOLES",41.911224556,-87.626482572,POINT (-87.626482572426 41.911224555611)
0c274f997cf1c36f6abee9a50388be69c81ebea6646b097525fcc4d03921aed075125dc27493f8f0783c88324a0cb95a9228a0fdb95b2c74dd33684e3e9b8ca4,02/22/2022 03:45:00 PM,"RUT, HOLES",41.809115098,-87.637968544,POINT (-87.637968543859 41.809115098267)
23589faac632a9f5cb0f7781c4c3e3e6575995b9748b37df46ac42f09d28c873cfdce471c40ff8ddda576ebb77fcc8c92d70723bfe3c8113e29fe0f967eda908,02/22/2022 11:20:00 PM,"RUT, HOLES",41.831960102,-87.704820401,POINT (-87.704820401057 41.831960102381)
92a4b6889b15e42f9790cf2960e9177811b4afe4346611f313fa27772ce51ccba6910b40189930253b5c40ccfe698e276250e78a040bddfca814cae18b98e7ba,02/22/2022 09:15:00 AM,"RUT, HOLES",41.92616072,-87.631514665,POINT (-87.631514664826 41.926160719812)
0cff750f1200f8d0faac03d96ff4603c7ed6d5aca00d906e36fb4d2b1b082175a9da297899de7907c87ba128db7c2cd59a96b522a4e2416a4070c869199352c9,01/22/2019 02:45:00 PM,"RUT, HOLES",41.764843945,-87.680766731,POINT (-87.680766731476 41.764843944686)
1dd0a9fd201293ae038975140799b336cec21af96c0aa9ba8e3e696ddf13ce4fd4b8cc79392b71a7580becf8f40837354f552c683e54ee761b72eed34ca4a4f3,11/07/2019 06:10:00 AM,"RUT, HOLES",41.788902355,-87.765966311,POINT (-87.765966311222 41.788902354661)
32e10ee5aae17a1555e6c622b45aaea2ca62a929c97fac0aa7de06e2274eb8e3bef57d116ab7c78ed1c09953854ed4ab0c31cb5f1a0c4a6010e1ec91d502444b,09/27/2019 02:17:00 PM,"RUT, HOLES",41.997947447,-87.683484086,POINT (-87.683484085531 41.997947447165)
36c50243b99104fd7e7fece2773fad2750223457ff39357cf32a4e3290aa852dead3b418e43be0ce3a241c0bf902280af3cac25f556b53683aa8e00c5f0986f9,12/28/2019 06:00:00 PM,"RUT, HOLES",41.998217146,-87.689751698,POINT (-87.689751697673 41.998217145647)
3760959f249fc7a0ce27a6705f046f192613cb1fe1484b14d7dc225637e5fe08e7768378ea5f54f518d316a85c7efd2ef5098ff43b9a8633a248f2aa4bc2191f,04/24/2020 03:30:00 PM,"RUT, HOLES",41.894270313,-87.740125399,POINT (-87.740125399076 41.894270312926)
3d0c73e4fcdcadf8549ea890a362c51611bd8da80a34f212b532fa7800fdb7b54e344c1b99590fbc7263736590616536d7a7a2971b52566732518e7232bb069a,12/10/2021 10:50:00 AM,"RUT, HOLES",41.756400407,-87.624869686,POINT (-87.624869685896 41.756400406673)
3e271041e66aa55a0ef0efb3271d1481670009bbd524a24d00c7338384dfe26e8163e2a04200d44935cc76c9d3f70087a0adbfa4246cb498882a7c1744b5dda7,02/17/2019 10:05:00 AM,"RUT, HOLES",41.721970465,-87.60334804,POINT (-87.603348040077 41.721970465227)
67f63f4fc7621dd6e809fa6cccdf9517cb86298017e3f7c991b492a98f8fa1d6977954fa89b0592c37122a8c2345b3545ae7dc6994d288a84093db0084382a19,02/21/2020 09:15:00 PM,"RUT, HOLES",41.696477215,-87.667495399,POINT (-87.667495398555 41.696477214904)
7fdea6a8b01ef0cba575230668d08727f6ea2fa6b739802b0301dfe4413eadf8550f2479b0ef78bcec21d5e0525a46808e51f21563de3b2b407e68c2b54458f4,07/02/2020 02:00:00 PM,"RUT, HOLES",41.758068532,-87.626516982,POINT (-87.626516982328 41.75806853202)
8379a8fca00219b818bd9c9efb1a2211d21eca88f3e89591f944e352321d1028fec8630db57f5ac7a2047e9aa9f32a17180bd0c4978d8cf90019f8941642ba7d,11/28/2021 03:40:00 PM,"RUT, HOLES",41.787977479,-87.585352049,POINT (-87.58535204872 41.787977478522)
a257cba4e9e700ebf91a1a0fa00b451d30a76e1a4d6259fd0bc09f440ffcd77c918bda1d2a121889888fbf2beb4d6ab26998e336ddaf7a588e78050fed6cff51,04/13/2021 07:30:00 PM,"RUT, HOLES",41.967296087,-87.647259023,POINT (-87.64725902266 41.967296087015)
a47be4e95812ffe47604a9327e30e8eae7987df60300415bc7e7de1f9eca5acf949dbd3fbfb3a05a22c4cdc204dfd2d407a040674d5df11e474f1d3b0d99b334,01/16/2021 09:50:00 AM,"RUT, HOLES",41.933209448,-87.766372234,POINT (-87.766372234441 41.933209447504)
aeddc2725230b28e219829bbcbe866dcf604794385ea776e0cbb4f4250d9a7ca02502781dbedb823127bbed0173ce0f4c46e7059c6257250ba6b5404e27d7206,05/13/2020 06:42:00 PM,"RUT, HOLES",41.691889469,-87.681217343,POINT (-87.681217342654 41.691889468608)
ce3417da3dae3f43eeb6015ccdc6e4d13bf493944d478b0efd4d5c1e0cdba7fdd40712077a8ede88b86edc9a6a595308d3b57a02542ba485b5626ef14c6c79fd,08/03/2021 05:25:00 PM,"RUT, HOLES",41.852954921,-87.613534068,POINT (-87.613534068329 41.852954920681)
e7391a8e437700ae3b97981bc5e60de1c688d5459dd533e3866fac48ff112f0453c4df4e6878afb60e54f45608e6ec1e756290d7caddbda01170f49eb14f4407,02/05/2022 08:17:00 PM,"RUT, HOLES",41.854001275,-87.665899615,POINT (-87.665899614896 41.854001275456)
fd036da88c8d2d6e757e526f2df9c407bce6ee36f08568873ac9d766df76aefb78c37815ccb0baa415e93a383c1eadd0de838d46a165f3fb87d021e7e30a51f9,09/15/2021 05:50:00 PM,"RUT, HOLES",41.882169829,-87.762183198,POINT (-87.762183197976 41.882169829235)
15b5d50c10e08c831eb216ac28b87f1cad8bf2bdbd4c620d04bfbee42affb9ea470909622fe260cda3fe8d284ef6d846c2a8dcc369e0ea2436160e1655ae8ebd,03/09/2022 01:17:00 PM,"RUT, HOLES",41.907727002,-87.62569731,POINT (-87.625697310445 41.907727002038)
143fc2e5d632fbebfdf3c0849a7e705d8cbb68e62d1c53179901111bd288be8be9303613ba5f8d8dc353274749defcba75574eaa7ec9a922a66e1e2a49a360b9,03/09/2022 05:30:00 PM,"RUT, HOLES",41.724013571,-87.632683645,POINT (-87.632683645103 41.724013571182)
1831002cfa7120f707b88d95c985bcf0b4551cf762dcb564331f5476ecf84e47d68761f8511976bf340c4e9e10fe2aa828b8e01cf41366b3bd99c8a3a2bdd55d,03/06/2022 07:23:00 PM,"RUT, HOLES",41.963789841,-87.669165541,POINT (-87.669165540955 41.963789841422)
f8d6ef6d3151e5beb0c7a8fdf35a2b71c933cd423995f67d0b5acb811e233318465ccdb458809aa984df0fe93f1969a07c09650074cfbb3abb6e666fcc8ae40a,03/08/2022 03:00:00 AM,"RUT, HOLES",41.741021819,-87.605707678,POINT (-87.605707678216 41.741021818546)
96a0d43363983081ed7bbaed385b1164ae113c07d590fde5ef448e94a9b09de4c8996889df99aecb1f30ab2e89a92b5206d2dd76b861e573dd06000187f3448a,02/23/2022 09:00:00 PM,"RUT, HOLES",41.721854803,-87.584925337,POINT (-87.584925337235 41.721854802891)
ef6c861a3007b14e0d918c95f6ab9e49e7686d67c25d17a89dafb7c5887db85a2b626b26f66f5c4e80e995121478ef00149c4f73b3ab5178eb6359ef70d06974,03/08/2022 07:35:00 AM,"RUT, HOLES",41.982035401,-87.653046395,POINT (-87.653046395054 41.982035401108)
6b317acd91c20631f2e7339eefdd40a44d452dbd83604c0d91750c1dcbfe333b00b68a5429a4f3d79fb640dc5ad48fd660989f6b691d3d12bd1a5da90588f3a1,03/08/2022 05:20:00 PM,"RUT, HOLES",41.905208777,-87.625277745,POINT (-87.625277744762 41.905208777366)
567c57ca6671cdf08487ba185ca6dbcf81708bb56c63fd1245e21ced680a7802094bac0ce8f9bd472b7419fde578890f1a243138f1995118c2c4d3ae6596ff3b,03/05/2022 05:00:00 PM,"RUT, HOLES",41.911305598,-87.626209432,POINT (-87.626209432339 41.911305598351)
d8bb45c370ed82fa609bc99f37e2f4b7fca7a937028eaeee8083c280119e7ec3699491f98409a9a2189a8eb888eda972b5b402365a701ef9a3bb41c656791105,03/09/2022 01:17:00 PM,"RUT, HOLES",41.907727002,-87.62569731,POINT (-87.625697310445 41.907727002038)
9795529613f54f144e3d57eac1a1df720eb14afc0deffc82a7e2b75eedb2a24f1009f2619e9c1e5be4d48a6863137eabd823149355f69a04d2981717508cb244,03/01/2022 07:30:00 PM,"RUT, HOLES",41.836710129,-87.670673855,POINT (-87.670673855408 41.836710128945)
01b76ec8be2f0c87e877a74f7784682d8e579ecf251fbecc17257863914f44b7c2180c2132de165627eaa4bbe48752f3cc85b7ed9c24dfaff53595a50e973ce9,01/04/2018 07:45:00 AM,"RUT, HOLES",41.721504891,-87.648594532,POINT (-87.648594531808 41.721504890723)
03967e8e7de0d536a6367206441bc808f766c97d356f6465e845c66cf8301a10fa08d75c0b42c4bad5ddadd35a964018e79d4d13a59ae7e87c76b8ff22e5d23f,11/03/2018 09:50:00 PM,"RUT, HOLES",42.019504991,-87.668227517,POINT (-87.668227516834 42.019504991135)
0364c42899f9ed2b17388b8d9f34f5b7f61b5770091f16cdd781872d36c7890fcb11f82308c2aa562053c02dae24a677f39a4363df7d29b857cf81bcf0d78c4d,02/19/2019 05:50:00 AM,"RUT, HOLES",41.770279104,-87.566704772,POINT (-87.566704772339 41.770279104463)
02d5cc985c736111d988264778bfd663b7250dbee62599539649b7fda6cbb0a86bf8d6bcabc44a61b44e8302ac3d7ec1b49b15bd1711e19260a653c8567f5e60,03/22/2019 01:37:00 PM,"RUT, HOLES",41.753212366,-87.724402112,POINT (-87.724402111877 41.753212366286)
0264baed889ccaf787e39bf33f1293397f83e506b6835387cb5142f50a7f87865dee52d278f9079e5d2772c648bac5b38b9e365af5fff8059f2c9b56afa02e3a,11/18/2017 01:58:00 PM,"RUT, HOLES",41.913564559,-87.698260559,POINT (-87.698260559497 41.913564559216)
01f282f4f310483ba97d2c9d5244232d19d2c96ebda10e86370d7c525fbc43379e47a2b9a9dc7a0b4d0b90b4d2392390f625dcc94a030568fb95d25b8baaeac2,05/18/2019 04:00:00 PM,"RUT, HOLES",41.903663097,-87.65402794,POINT (-87.654027939687 41.903663097045)
024db48c943e762219ec3fb0518853764908062bf89ffa94ae6f91d4561a664500786cc7fc8a1ce20f560e4e042f0dbd0db82c62071b3daeb0bddfae07e58074,12/20/2021 07:10:00 PM,"RUT, HOLES",41.670995642,-87.598900924,POINT (-87.598900923731 41.670995641758)
0098c301cf3ba5f5b03aa03e7b0b2e718a1a08e5a9f61709413a0965c2d17f64677e0afd2627c3aaa695f8df269e4b66a63fb23f4f188cfbf3b5c8435224ad25,02/13/2019 06:35:00 PM,"RUT, HOLES",41.968106617,-87.750265702,POINT (-87.750265701712 41.968106617206)
00aebe38bae303c88327be3f67762799f2b76676390b83dcd836485b31396f3dacd08c7aad6a5891b5414d237cb47b2c0faf8912cd9fa1bdf04181bc28fc28e4,04/03/2017 11:15:00 PM,"RUT, HOLES",41.975896578,-87.681038711,POINT (-87.681038711258 41.975896577833)
00cb7fd0b3b5d672eceb58dca06c64b272ced79c6e6cadfc05952afbfe20f8789fa44d4e9a3e46eacf3e594be1451a244c6a72666456d7f9fb54e6df1926d97a,05/10/2019 11:22:00 PM,"RUT, HOLES",41.919144527,-87.768389166,POINT (-87.768389166104 41.919144527382)
027442dd8662e03f081bf0498bc9e5d41455c0b92baf046981a5575e55e18d7a11d741f02c4acd097916cf4c145016c165c4762a55ac2ca6724a61dc6b45c653,11/30/2015 05:40:00 PM,"RUT, HOLES",41.707927232,-87.568741492,POINT (-87.568741491787 41.707927232072)
01f54827bb722d595b86b346883c2bdcda83d7b46fac0e05231001051f8ff5b2097feb583b616a24cd883e2de880416cad4312e772b154eb1fb3cd6e6fe1ccc6,08/21/2016 09:47:00 AM,"RUT, HOLES",41.7258881,-87.585558786,POINT (-87.585558785787 41.725888099989)
0225b6a24d048dfff74d3f5105834d6f32b4d2979ec4dd19d8f5c9e8d2d9ce25c43829d344ecc675db75fd72b2b8f4c5054738e0040aa7ce990d2bf2a3e196b2,07/31/2021 04:30:00 PM,"RUT, HOLES",41.975421111,-87.728330949,POINT (-87.728330948634 41.975421111334)
00b635d9fe8933e7d8c8bab5fff19eb48263490a9dd312b69569f894839a69395d2e85285dc2ea06b191c7ff65d4e10a2147f0e8b5e342e315e89fb92bae2732,07/14/2019 08:00:00 AM,"RUT, HOLES",41.985353315,-87.659216311,POINT (-87.65921631132 41.985353314791)
014916afa51bf6a63c4f2b8b76f5cab88038471e74d704d1e3be88935328b351254491b39ee88e021a689aa1192805f21ebb7a4d43b00dccf8a4b85d77ec08e3,09/21/2021 08:30:00 AM,"RUT, HOLES",41.794584566,-87.635523512,POINT (-87.63552351197 41.794584566472)
022c250821c555fe6daf2c732220093631bdc1a57355963ebb013e299fbc54d6718cfea79997ee99acdb5b48f9751f6b5c65e61819abc332800fbe97ce58ce4a,01/19/2019 08:00:00 PM,"RUT, HOLES",41.747749212,-87.586037416,POINT (-87.586037416392 41.74774921172)
0128d177fe22309d6511163e060cf021d0aba0f4ede9ebd4e1dffc884bb0322e94241f9bc782e648611ddda0ea2dd60b2b7e1ad16063b95ff813dbe34fd23000,07/24/2021 12:30:00 AM,"RUT, HOLES",41.774694542,-87.742013301,POINT (-87.742013300808 41.774694541589)
02eff7dcb69a70b0e7155510cced31a74cf020976430774eef58e6e77d849d0153b56b09fdfd0970a599c734c4e616db32c7ffd4caf273e6774957a9616e68ad,06/16/2017 04:05:00 PM,"RUT, HOLES",41.762023078,-87.624685288,POINT (-87.624685287976 41.762023077785)
01c301f2f3a98962f4314d994e551ea4a7a7b17ed48b800f4f4eea3f43db6f33d3a486c4f6491e6a37bfbb37c5e544396e954f878ea26c04ec716ff77fef9faa,09/09/2021 10:24:00 AM,"RUT, HOLES",41.837322041,-87.704971937,POINT (-87.704971936843 41.837322041304)
01f6e5aa9b06acbd16d5a2d8e16fc8a88089119c5fd6c0090c5f2c55011d84d7b89a1ff72904278dc4871115c0e7313eab46b5eec061718beef9714cbddda9a2,07/24/2021 08:00:00 AM,"RUT, HOLES",41.747317795,-87.643799143,POINT (-87.64379914297 41.747317794758)
0352bc316ce568ec3bee6a9a9380f97ac3f429fa3b1db3efa1e8f1f922d1823eb2122d263daaa79f57cb8de22de1cbd524ad818c85a294a507a4b4041339b439,09/01/2019 09:40:00 AM,"RUT, HOLES",41.985641095,-87.655388544,POINT (-87.655388544127 41.985641095429)
021d61b2de7499ce16a821344ee57b0570fa1e28866a3b8b5262ab819abf5b8b9e93bd789cfe81652898e947be5992ec67f2bdb46feaf5bbde810fa3522cca37,03/01/2019 08:50:00 PM,"RUT, HOLES",41.877704072,-87.67034293,POINT (-87.670342929747 41.877704071912)
021ff9a28bb373cba7b6a58539fa2b50c3f05d6988953976c389ee2ac8afa38ddd04e0d97db831050d2ed131afba09ae2af08902977a83e391fd9d2548974ce3,08/09/2018 12:30:00 PM,"RUT, HOLES",41.76496202,-87.605692833,POINT (-87.605692832615 41.764962019616)
03372ce82d25880efa49956e34cfd393ee6889a7842bf005c4a4d08de766aa0855884cc75a167e01753dd2d339a3b219cb614c67132853ab2bc2ec2c894004c2,06/08/2019 01:00:00 PM,"RUT, HOLES",41.925749123,-87.775634263,POINT (-87.775634262851 41.925749123001)
00bc0446cf44ee3f281fdf4218a66198d96a8822462e3a6ca651d07a2c6fec0e79c7353f090d320e52e30c1c189ecd0cd618f457f9c280bad670b96d6150e513,02/07/2021 06:38:00 PM,"RUT, HOLES",41.791188556,-87.621523708,POINT (-87.621523707748 41.791188556371)
022db2be77575658c90c298d3847443c3872b94fde93ed6c3ff3def8e127a7bc7bbf25919b93a6cd6f66a1bf50b4d7df238925c31dd9b8b8eea422f582355687,05/15/2019 12:30:00 PM,"RUT, HOLES",41.828569532,-87.63859706,POINT (-87.638597060348 41.828569531805)
034515284d6cbf28a08f28cce264d607148c34f30d6edcf107cee3ffc75f0757782f787b233f631d4b615cb759935539faf9930fc0dc88bc224dce987b0232c6,01/17/2017 04:40:00 PM,"RUT, HOLES",41.751570751,-87.702592863,POINT (-87.702592862696 41.751570751478)
0025176042f96b9886e6027b522ede59e77c681f8c05b0584b09fff8e31cb417b5d6f78d5fd3b45c775624bd84483ed3ee945b6b342ea4dd3dbb5456e97f069c,05/31/2019 05:30:00 PM,"RUT, HOLES",41.954105717,-87.693290369,POINT (-87.693290369008 41.954105716988)
00ec3c9e9c09f901bb8866a6d40ec6c0fd899dc5fcb3032904dcf8754e3b2cebd73aaf10ebafd2c46868f7f4c50e66313a9bb3fe7ab576caaf9b44468d33adac,07/21/2017 02:40:00 PM,"RUT, HOLES",41.74298409,-87.663396555,POINT (-87.663396555268 41.742984089771)
022fdf6ffc346d2c6016828154ec87e516738cab25abd028b226a3a048068c7dcf1327d68a591d909548c8336628be3efeca82787549fc89a18ce0e5a4077223,03/27/2019 09:00:00 PM,"RUT, HOLES",41.92168114,-87.668011686,POINT (-87.668011685903 41.921681140483)
02c37f9a585275388502031666f10b22f68923f932d2a543c07ed16d7e3bff20a434c0e9aebdabd062fcbba5e36bafef6653a067ca13b15aa9e4a4ec84b13952,02/04/2022 07:25:00 AM,"RUT, HOLES",41.896456343,-87.650323698,POINT (-87.650323698318 41.896456342525)
02a49dbf5bc4ec1fed6d43ef20855f726e04a09a764fd4393ba6f3be51031994c4133f5ce0da5cea046017f8daf66412800ec5350b854f4b5ee141041ec38387,03/23/2018 05:00:00 PM,"RUT, HOLES",41.741257475,-87.637824891,POINT (-87.637824890689 41.741257475202)
012694c545236a6a01425e54ed144569e06acb3f98df78f40c0896798e5113b57386049068597499e79b56f72a13e0c18c9ec5acfd47e2b4db7dea0b1f48f5ec,03/03/2017 05:00:00 PM,"RUT, HOLES",41.825052349,-87.605893389,POINT (-87.60589338863 41.825052348991)
028ed473d241f44a0ab25f2b60de8292c908d85670d1fcfb55faf3759def45c6d85afe8f59a8388a8d32f9a24a546f995052b8758c1d1100f174f994d1141563,11/24/2015 06:00:00 PM,"RUT, HOLES",41.765858036,-87.595988427,POINT (-87.595988427317 41.765858035771)
02aaeb8e2477c6bcf53be74f48439d6673a1c9e33578f6a095da36a7adf25bcf392d76df006af2f3239cfff0b4cf3884d5bdb23629b45ec43e04c636bcbcaae8,09/22/2018 12:00:00 PM,"RUT, HOLES",41.934280416,-87.682907824,POINT (-87.682907824293 41.934280416257)
039d793fa3e7daa266680c2ef44b2b5c4a3afae8cc9cda260248b368cf44de3c246ff16bf42bbc925b3fd7eb66834de62386dd463442da486955b12e675cb4d7,06/10/2018 02:32:00 PM,"RUT, HOLES",41.786611194,-87.687647118,POINT (-87.68764711791 41.786611193869)
033c1b8d5f95f4a6123f2678520228f613662f0ea985c299e198bfe1246d697a5c31ab14b6a28eab1c55eba3636e7d4ad945780d01fecd9e8f9923bff703aa67,03/16/2019 04:45:00 PM,"RUT, HOLES",41.847420982,-87.612391204,POINT (-87.61239120397 41.847420982326)
